itemLabel,jardueraLabel,sexua_edo_generoaLabel,jaiolekuaLabel,irudia,jaiotza_data
Tachia Quintanar,idazle,emakumezkoa,Eibar,,1929-01-01T00:00:00Z
Benigno Baskaran,politikari,gizonezkoa,Eibar,,1908-04-03T00:00:00Z
Manix Mandiola,futbol entrenatzaile,gizonezkoa,Eibar,,1958-04-09T00:00:00Z
Manix Mandiola,futbolari,gizonezkoa,Eibar,,1958-04-09T00:00:00Z
Indalecio Ojanguren,argazkilari,gizonezkoa,Eibar,http://commons.wikimedia.org/wiki/Special:FilePath/Indalecio%20ojanguren.jpg,1887-11-15T00:00:00Z
Indalecio Ojanguren,mendigoizale,gizonezkoa,Eibar,http://commons.wikimedia.org/wiki/Special:FilePath/Indalecio%20ojanguren.jpg,1887-11-15T00:00:00Z
Iñaki Arriola,politikari,gizonezkoa,Eibar,http://commons.wikimedia.org/wiki/Special:FilePath/I%C3%B1aki%20Arriola%20%282011%29.jpg,1959-10-07T00:00:00Z
Jesús Hidalgo Bermejo,futbolari,gizonezkoa,Eibar,,1962-06-18T00:00:00Z
Xabier Gurutzeta,futbolari,gizonezkoa,Eibar,,1970-03-15T00:00:00Z
Asier Cuevas,atleta,gizonezkoa,Eibar,,1973-01-16T00:00:00Z
Alicia Iturrioz,margolari,emakumezkoa,Eibar,,1927-01-31T00:00:00Z
