itemLabel,jardueraLabel,sexua_edo_generoaLabel,jaiolekuaLabel,irudia,jaiotza_data
Ricardo Díez-Hochleitner,ekonomialari,gizonezkoa,Bilbo,,1928-08-11T00:00:00Z
Ricardo Díez-Hochleitner,unibertsitateko irakasle,gizonezkoa,Bilbo,,1928-08-11T00:00:00Z
Iñaki Gastón,txirrindulari,gizonezkoa,Bilbo,,1963-05-25T00:00:00Z
Ana Urkijo,abokatu,emakumezkoa,Bilbo,,1953-08-16T00:00:00Z
Leonardo Zilaurren,futbolari,gizonezkoa,Bilbo,,1912-11-05T00:00:00Z
Genar Andrinua,futbolari,gizonezkoa,Bilbo,,1964-05-09T00:00:00Z
Bruno Hezeta,gudari,gizonezkoa,Bilbo,,1743-03-01T00:00:00Z
Bruno Hezeta,esploratzaile,gizonezkoa,Bilbo,,1743-03-01T00:00:00Z
Fernando Marias,gidoilari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Marias%20Amondo.jpg,1958-06-13T00:00:00Z
Fernando Marias,idazle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Marias%20Amondo.jpg,1958-06-13T00:00:00Z
Juan Carlos González Salvador,txirrindulari,gizonezkoa,Bilbo,,1964-01-28T00:00:00Z
Jone Goirizelaia,abokatu,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jone%20Goirizelaia.jpg,1956-10-30T00:00:00Z
Jone Goirizelaia,politikari,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jone%20Goirizelaia.jpg,1956-10-30T00:00:00Z
Mauricio Antón,ilustratzaile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Mauricio%20Ant%C3%B3n%20-%20January%202019.jpg,1961-01-01T00:00:00Z
Mauricio Antón,paleoartista,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Mauricio%20Ant%C3%B3n%20-%20January%202019.jpg,1961-01-01T00:00:00Z
Josu Bergara,politikari,gizonezkoa,Bilbo,,1935-12-28T00:00:00Z
José Agustín Ibáñez de la Rentería,idazle,gizonezkoa,Bilbo,,1751-08-29T00:00:00Z
José Agustín Ibáñez de la Rentería,politikari,gizonezkoa,Bilbo,,1751-08-29T00:00:00Z
José Agüero,toreatzaile,gizonezkoa,Bilbo,,1913-01-20T00:00:00Z
José Antonio Sarazibar,politikari,gizonezkoa,Bilbo,,1941-06-13T00:00:00Z
José Antonio Sarazibar,Argiketari,gizonezkoa,Bilbo,,1941-06-13T00:00:00Z
