itemLabel,jardueraLabel,sexua_edo_generoaLabel,jaiolekuaLabel,irudia,jaiotza_data
Ander Barinaga-Rementeria,aktore,gizonezkoa,Bilbo,,1992-08-13T00:00:00Z
Ander Barinaga-Rementeria,zinema ekoizle,gizonezkoa,Bilbo,,1992-08-13T00:00:00Z
Ander Larrea,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Ander%20Larrea.jpg,1989-01-23T00:00:00Z
Andoni Erburu,aktore,gizonezkoa,Bilbo,,1987-11-27T00:00:00Z
Andoni Erburu,zinema aktore,gizonezkoa,Bilbo,,1987-11-27T00:00:00Z
Andoni Gracia,aktore,gizonezkoa,Bilbo,,1971-01-31T00:00:00Z
Antxine Olano,telebista aurkezle,emakumezkoa,Bilbo,,1975-03-31T00:00:00Z
Antxine Olano,kazetari,emakumezkoa,Bilbo,,1975-03-31T00:00:00Z
Baltasar Hurtado Ametzaga,gudari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Face%20spanish%20general%20baltasar%20hurtado%20amezaga.JPG,1657-01-01T00:00:00Z
Begoña Izquierdo,margolari,emakumezkoa,Bilbo,,1926-09-07T00:00:00Z
Borja Crespo,komikigile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Borja%20Crespo.jpg,1971-01-01T00:00:00Z
Borja Crespo,zinema zuzendari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Borja%20Crespo.jpg,1971-01-01T00:00:00Z
Carlos Aguirre,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Agirre%20politikaria%202009an.jpg,1956-01-01T00:00:00Z
Carlos Aguirre,ekonomialari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Agirre%20politikaria%202009an.jpg,1956-01-01T00:00:00Z
Carlos de Haya,gudari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20de%20Haya%20Gonz%C3%A1lez.jpg,1902-03-01T00:00:00Z
Carmelo García Barrena,margolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Garcia%20Barrena.jpg,1926-07-01T00:00:00Z
Casilda Iturrizar,enpresaburu,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%B1aCasilda.jpg,1818-07-20T00:00:00Z
Casilda Iturrizar,bankari,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%B1aCasilda.jpg,1818-07-20T00:00:00Z
Concha Catalá,antzerki aktore,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Concha%20Catal%C3%A1.JPG,1881-01-07T00:00:00Z
Concha Catalá,zinema aktore,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Concha%20Catal%C3%A1.JPG,1881-01-07T00:00:00Z
Daniel Barredo Ibáñez,idazle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20barredo.jpeg,1981-01-01T00:00:00Z
Diego Pérez,aktore,gizonezkoa,Bilbo,,1978-09-14T00:00:00Z
Eduardo González Salvador,txirrindulari,gizonezkoa,Bilbo,,1960-05-01T00:00:00Z
Emilio Olabarria,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20olabarria.jpg,1955-04-02T00:00:00Z
Emilio Olabarria,legelari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20olabarria.jpg,1955-04-02T00:00:00Z
Federico Moyúa,abokatu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Federico%20Moyua.jpg,1873-11-19T00:00:00Z
Ramón Barea,gidoilari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Confesiones%20de%20San%20Agust%C3%ADn%20%287b%29.jpg,1949-07-13T00:00:00Z
Ramón Barea,aktore,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Confesiones%20de%20San%20Agust%C3%ADn%20%287b%29.jpg,1949-07-13T00:00:00Z
Ramón Barea,zinema zuzendari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Confesiones%20de%20San%20Agust%C3%ADn%20%287b%29.jpg,1949-07-13T00:00:00Z
Ramón Barea,gidoilari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Confesiones%20de%20San%20Agust%C3%ADn%20%C2%A9Irene%20Bau.jpg,1949-07-13T00:00:00Z
Ramón Barea,aktore,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Confesiones%20de%20San%20Agust%C3%ADn%20%C2%A9Irene%20Bau.jpg,1949-07-13T00:00:00Z
Ramón Barea,zinema zuzendari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Confesiones%20de%20San%20Agust%C3%ADn%20%C2%A9Irene%20Bau.jpg,1949-07-13T00:00:00Z
Iñigo Larrinaga,aktore,gizonezkoa,Bilbo,,1968-04-04T00:00:00Z
Rafael Moreno,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Ath%20pichichi%2002.jpg,1892-05-23T00:00:00Z
Wolfgang Ratz,idazle,gizonezkoa,Bilbo,,1959-01-12T00:00:00Z
Wolfgang Ratz,itzultzaile,gizonezkoa,Bilbo,,1959-01-12T00:00:00Z
Wolfgang Ratz,hizkuntzalari,gizonezkoa,Bilbo,,1959-01-12T00:00:00Z
Fritz Rudolf Fries,idazle,gizonezkoa,Bilbo,,1935-05-19T00:00:00Z
Fritz Rudolf Fries,itzultzaile,gizonezkoa,Bilbo,,1935-05-19T00:00:00Z
Fritz Rudolf Fries,hizkuntzalari,gizonezkoa,Bilbo,,1935-05-19T00:00:00Z
Rafael Alkorta,futbolari,gizonezkoa,Bilbo,,1968-09-16T00:00:00Z
Julio Salinas,gidoilari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Salinas%202.jpg,1962-09-11T00:00:00Z
Julio Salinas,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Salinas%202.jpg,1962-09-11T00:00:00Z
Julio Salinas,telebista aurkezle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Salinas%202.jpg,1962-09-11T00:00:00Z
Carlos Merino,futbolari,gizonezkoa,Bilbo,,1980-03-15T00:00:00Z
Miguel Unamuno,idazle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,poeta,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,antzerkigile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,unibertsitateko irakasle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,literatura-kritikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,filosofo,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,eleberrigile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Miguel Unamuno,saiakeragile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20de%20Unamuno%20Meurisse%201925.jpg,1864-09-29T00:00:00Z
Ibai Gómez,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Ibai%20G%C3%B3mez.jpg,1989-11-11T00:00:00Z
José Domingo de Mazarredo Salazar,gudari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20de%20Mazarredo.jpg,1745-03-08T00:00:00Z
José Domingo de Mazarredo Salazar,itsasturi,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20de%20Mazarredo.jpg,1745-03-08T00:00:00Z
Miguel Mínguez,txirrindulari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20Minguez.jpg,1988-08-30T00:00:00Z
Álex de la Iglesia,gidoilari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81lex%20de%20la%20Iglesia2.jpg,1965-12-04T00:00:00Z
Álex de la Iglesia,idazle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81lex%20de%20la%20Iglesia2.jpg,1965-12-04T00:00:00Z
Álex de la Iglesia,zinema zuzendari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81lex%20de%20la%20Iglesia2.jpg,1965-12-04T00:00:00Z
Álex de la Iglesia,zinema ekoizle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81lex%20de%20la%20Iglesia2.jpg,1965-12-04T00:00:00Z
Ángel María Villar,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%81ngel%20Mar%C3%ADa%20Villar.jpg,1950-01-21T00:00:00Z
Marivi Bilbao,aktore,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Marivi%20Bilbao.jpg,1930-01-22T00:00:00Z
Espido Freire,idazle,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Espido%20Freire%2001.jpg,1974-07-16T00:00:00Z
Espido Freire,kazetari,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Espido%20Freire%2001.jpg,1974-07-16T00:00:00Z
Espido Freire,saiakeragile,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Espido%20Freire%2001.jpg,1974-07-16T00:00:00Z
Gaizka Mendieta,Disk Jockey,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Mendieta%2095-96.jpg,1974-03-27T00:00:00Z
Gaizka Mendieta,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Mendieta%2095-96.jpg,1974-03-27T00:00:00Z
Joaquín Almunia,abokatu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Joaquin%20Almunia%20Mercosul.jpg,1948-06-17T00:00:00Z
Joaquín Almunia,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Joaquin%20Almunia%20Mercosul.jpg,1948-06-17T00:00:00Z
Joaquín Almunia,legelari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Joaquin%20Almunia%20Mercosul.jpg,1948-06-17T00:00:00Z
Joaquín Almunia,ekonomialari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Joaquin%20Almunia%20Mercosul.jpg,1948-06-17T00:00:00Z
Joaquín Almunia,unibertsitateko irakasle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Joaquin%20Almunia%20Mercosul.jpg,1948-06-17T00:00:00Z
Juan Crisostomo Arriaga,musikagile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Arriaga.jpg,1806-01-27T00:00:00Z
José Arribas,futbol entrenatzaile,gizonezkoa,Bilbo,,1921-01-16T00:00:00Z
José Arribas,futbolari,gizonezkoa,Bilbo,,1921-01-16T00:00:00Z
Sabino Arana Goiri,idazle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Sabino-arana-olerkijak.jpg,1865-01-26T00:00:00Z
Sabino Arana Goiri,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Sabino-arana-olerkijak.jpg,1865-01-26T00:00:00Z
Sabino Arana Goiri,kazetari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Sabino-arana-olerkijak.jpg,1865-01-26T00:00:00Z
Adela Úcar,telebista aurkezle,emakumezkoa,Bilbo,,1980-03-16T00:00:00Z
Adela Úcar,kazetari,emakumezkoa,Bilbo,,1980-03-16T00:00:00Z
Iñaki Sáez,futbol entrenatzaile,gizonezkoa,Bilbo,,1943-04-23T00:00:00Z
Iñaki Sáez,futbolari,gizonezkoa,Bilbo,,1943-04-23T00:00:00Z
Jose Antonio Agirre,abokatu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Agirre%20Lekube%20lehendakaria%20%28cropped%29.jpg,1904-03-06T00:00:00Z
Jose Antonio Agirre,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Agirre%20Lekube%20lehendakaria%20%28cropped%29.jpg,1904-03-06T00:00:00Z
Jose Antonio Agirre,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Agirre%20Lekube%20lehendakaria%20%28cropped%29.jpg,1904-03-06T00:00:00Z
Jose Antonio Agirre,abokatu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Agirre%20Lekube%2C%20Jose%20Antonio.jpg,1904-03-06T00:00:00Z
Jose Antonio Agirre,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Agirre%20Lekube%2C%20Jose%20Antonio.jpg,1904-03-06T00:00:00Z
Jose Antonio Agirre,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Agirre%20Lekube%2C%20Jose%20Antonio.jpg,1904-03-06T00:00:00Z
Aitor Larrazabal,futbol entrenatzaile,gizonezkoa,Bilbo,,1971-06-21T00:00:00Z
Aitor Larrazabal,futbolari,gizonezkoa,Bilbo,,1971-06-21T00:00:00Z
Francisco Javier Fernández Casas,botanikari,gizonezkoa,Bilbo,,1945-01-01T00:00:00Z
Nemesio Mogrobejo,eskultore,gizonezkoa,Bilbo,,1875-03-25T00:00:00Z
Alberto Berasategi,tenislari,gizonezkoa,Bilbo,,1973-06-28T00:00:00Z
Pedro Arrupe,apaiz katoliko,gizonezkoa,Bilbo,,1907-11-14T00:00:00Z
Pedro Arrupe,unibertsitateko irakasle,gizonezkoa,Bilbo,,1907-11-14T00:00:00Z
Pedro Arrupe,jesuita,gizonezkoa,Bilbo,,1907-11-14T00:00:00Z
Virginia Berasategi,triatleta,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Virginia%20Berasategui2007.jpg,1975-07-15T00:00:00Z
Tomas Blanco,zinema aktore,gizonezkoa,Bilbo,,1910-11-10T00:00:00Z
Andrés Isasi,musikagile,gizonezkoa,Bilbo,,1890-10-28T00:00:00Z
Andrés Isasi,piano-jotzaile,gizonezkoa,Bilbo,,1890-10-28T00:00:00Z
Luis Prieto,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Luis%20Prieto.jpg,1979-02-19T00:00:00Z
Juan Larrea,idazle,gizonezkoa,Bilbo,,1895-03-13T00:00:00Z
Juan Larrea,poeta,gizonezkoa,Bilbo,,1895-03-13T00:00:00Z
Txema del Olmo,txirrindulari,gizonezkoa,Bilbo,,1973-04-26T00:00:00Z
Ander Alaña,futbolari,gizonezkoa,Bilbo,,1981-11-08T00:00:00Z
Ander Alaña,futbolari,gizonezkoa,Bilbo,,1981-11-20T00:00:00Z
Angela Figuera Aymerich,idazle,emakumezkoa,Bilbo,,1902-10-30T00:00:00Z
Angela Figuera Aymerich,poeta,emakumezkoa,Bilbo,,1902-10-30T00:00:00Z
Angela Figuera Aymerich,haur literatura idazle,emakumezkoa,Bilbo,,1902-10-30T00:00:00Z
Manuel Maria Gortazar,enpresaburu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Mar%C3%ADa%20de%20Gort%C3%A1zar%20Munibe.JPG,1824-07-13T00:00:00Z
Manuel Maria Gortazar,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Mar%C3%ADa%20de%20Gort%C3%A1zar%20Munibe.JPG,1824-07-13T00:00:00Z
Elisa Zamacois,aktore,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Vallejo-Retrato%20de%20Elisa%20Zamacois.jpg,1838-04-29T00:00:00Z
Elisa Zamacois,irakasle,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Vallejo-Retrato%20de%20Elisa%20Zamacois.jpg,1838-04-29T00:00:00Z
Elisa Zamacois,abeslari,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Vallejo-Retrato%20de%20Elisa%20Zamacois.jpg,1838-04-29T00:00:00Z
Elisa Zamacois,piano-jotzaile,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Vallejo-Retrato%20de%20Elisa%20Zamacois.jpg,1838-04-29T00:00:00Z
Elisa Zamacois,dantzari,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Vallejo-Retrato%20de%20Elisa%20Zamacois.jpg,1838-04-29T00:00:00Z
Iago Herrerín,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Iago%20Herrerin.jpg,1988-01-25T00:00:00Z
Jose Mugerza,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Athletic%201931%20%28Muguerza%29.jpg,1911-09-15T00:00:00Z
Jon Kortajarena,aktore,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Kortajarena.jpg,1985-03-19T00:00:00Z
Jon Kortajarena,modelo,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Kortajarena.jpg,1985-03-19T00:00:00Z
Jon Kortajarena,telebista-aktore,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Kortajarena.jpg,1985-03-19T00:00:00Z
Jon Kortajarena,zinema aktore,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Kortajarena.jpg,1985-03-19T00:00:00Z
Jon Kortajarena,aktore,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Kortajarena.jpg,1985-05-19T00:00:00Z
Jon Kortajarena,modelo,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Kortajarena.jpg,1985-05-19T00:00:00Z
Eduardo Alonso,futbolari,gizonezkoa,Bilbo,,1974-05-30T00:00:00Z
Ramón Lafuente,futbol entrenatzaile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Athletic%201931%20%28Lafuente%29.jpg,1907-12-31T00:00:00Z
Ramón Lafuente,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Athletic%201931%20%28Lafuente%29.jpg,1907-12-31T00:00:00Z
Javi Salgado,saskibaloi jokalari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/JSalgado.JPG,1980-08-06T00:00:00Z
Asun Balzola,ilustratzaile,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Asun%20Balzola.JPG,1938-07-18T00:00:00Z
Asun Balzola,haur literatura idazle,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Asun%20Balzola.JPG,1938-07-18T00:00:00Z
Jose Ignacio Goirigolzarri,enpresaburu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Ignacio%20Goirigolzarri%202015%20%28cropped%29.jpg,1954-02-04T00:00:00Z
Jose Ignacio Goirigolzarri,ekonomialari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Ignacio%20Goirigolzarri%202015%20%28cropped%29.jpg,1954-02-04T00:00:00Z
Jose Ignacio Goirigolzarri,bankari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Ignacio%20Goirigolzarri%202015%20%28cropped%29.jpg,1954-02-04T00:00:00Z
Joan Jauregi,Etxeko langile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Moordpoging%20Jean%20Jauregui%20op%20Willem%20van%20Oranje%20%28Frans%20Hogenberg%29.jpg,1562-01-01T00:00:00Z
Francisco Antonio Javier Gardoki,apaiz katoliko,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Cardinal%20Francisco%20Javier%20Gardoqui%2C%20by%20Jos%C3%A9%20de%20Madrazo.jpg,1747-10-09T00:00:00Z
Sendoa Agirre,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Sendoa%20y%20Delibasic%20temp%202009-10.jpg,1975-12-31T00:00:00Z
Jesus Aranbarri,musikagile,gizonezkoa,Bilbo,,1902-04-13T00:00:00Z
Jesus Aranbarri,orkestra zuzendari,gizonezkoa,Bilbo,,1902-04-13T00:00:00Z
Wladimiro Bas Zabache,saxofoi-jotzaile,gizonezkoa,Bilbo,,1929-02-02T00:00:00Z
Patxi Salinas,futbol entrenatzaile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Patxi%20Salinas.jpg,1963-11-17T00:00:00Z
Patxi Salinas,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Patxi%20Salinas.jpg,1963-11-17T00:00:00Z
Luis de Pablo,musikagile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Luis%20de%20Pablo.jpg,1930-01-28T00:00:00Z
Rafaela Ibarra,erlijioso,emakumezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Beata%20rafaela%20ybarra%2001.jpg,1843-01-16T00:00:00Z
Xabier Etxebarrieta,terrorista,gizonezkoa,Bilbo,,1944-10-14T00:00:00Z
Jon Juaristi,idazle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Jon%20Juaristi%29%20Ciclo%20de%20conferencias.%20%22ESPA%C3%91A%20SIN%20FILTROS%22.%20Holocausto%20memoria%20y%20eterna%20vigilancia.%20%2846184796984%29.jpg,1951-03-06T00:00:00Z
Jon Juaristi,poeta,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Jon%20Juaristi%29%20Ciclo%20de%20conferencias.%20%22ESPA%C3%91A%20SIN%20FILTROS%22.%20Holocausto%20memoria%20y%20eterna%20vigilancia.%20%2846184796984%29.jpg,1951-03-06T00:00:00Z
Jon Juaristi,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Jon%20Juaristi%29%20Ciclo%20de%20conferencias.%20%22ESPA%C3%91A%20SIN%20FILTROS%22.%20Holocausto%20memoria%20y%20eterna%20vigilancia.%20%2846184796984%29.jpg,1951-03-06T00:00:00Z
Jon Juaristi,itzultzaile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Jon%20Juaristi%29%20Ciclo%20de%20conferencias.%20%22ESPA%C3%91A%20SIN%20FILTROS%22.%20Holocausto%20memoria%20y%20eterna%20vigilancia.%20%2846184796984%29.jpg,1951-03-06T00:00:00Z
Jon Juaristi,unibertsitateko irakasle,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Jon%20Juaristi%29%20Ciclo%20de%20conferencias.%20%22ESPA%C3%91A%20SIN%20FILTROS%22.%20Holocausto%20memoria%20y%20eterna%20vigilancia.%20%2846184796984%29.jpg,1951-03-06T00:00:00Z
Jon Juaristi,saiakeragile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Jon%20Juaristi%29%20Ciclo%20de%20conferencias.%20%22ESPA%C3%91A%20SIN%20FILTROS%22.%20Holocausto%20memoria%20y%20eterna%20vigilancia.%20%2846184796984%29.jpg,1951-03-06T00:00:00Z
Jon Juaristi,hizkuntzalari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Jon%20Juaristi%29%20Ciclo%20de%20conferencias.%20%22ESPA%C3%91A%20SIN%20FILTROS%22.%20Holocausto%20memoria%20y%20eterna%20vigilancia.%20%2846184796984%29.jpg,1951-03-06T00:00:00Z
Jose Maria Belaustegigoitia,abokatu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Belauste.jpg,1889-05-15T00:00:00Z
Jose Maria Belaustegigoitia,futbol entrenatzaile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Belauste.jpg,1889-05-15T00:00:00Z
Jose Maria Belaustegigoitia,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Belauste.jpg,1889-05-15T00:00:00Z
Jose Maria Belaustegigoitia,abokatu,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Belauste.jpg,1889-09-03T00:00:00Z
Jose Maria Belaustegigoitia,futbol entrenatzaile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Belauste.jpg,1889-09-03T00:00:00Z
Jose Maria Belaustegigoitia,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Belauste.jpg,1889-09-03T00:00:00Z
Joaquin Atxukarro,piano-jotzaile,gizonezkoa,Bilbo,,1932-11-01T00:00:00Z
Joaquin Atxukarro,musikari,gizonezkoa,Bilbo,,1932-11-01T00:00:00Z
Jon Pérez Bolo,futbolari,gizonezkoa,Bilbo,,1974-03-05T00:00:00Z
Roberto Ríos,futbolari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/Roberto%20R%C3%ADos%2C%202013.jpg,1971-10-08T00:00:00Z
Jose Francisco Rojo,futbol entrenatzaile,gizonezkoa,Bilbo,,1947-01-28T00:00:00Z
Jose Francisco Rojo,futbolari,gizonezkoa,Bilbo,,1947-01-28T00:00:00Z
Vicente Uribe,politikari,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Vicente%20Uribe%29%20Gobfrlargcabsept1936%20%28cropped%29.jpg,1902-12-30T00:00:00Z
Vicente Uribe,metalurgiako langile,gizonezkoa,Bilbo,http://commons.wikimedia.org/wiki/Special:FilePath/%28Vicente%20Uribe%29%20Gobfrlargcabsept1936%20%28cropped%29.jpg,1902-12-30T00:00:00Z
